chose_left,chose_right,reward_left,reward_right,subjID,q_reward,mu,blocks,contrast_difference,abs_condiff,trial
0.0,1.0,1.0,0.0,139,0.94,0.94,2,0.8186408041575641,0.0713939375518975,19
1.0,0.0,1.0,0.0,139,0.96,0.96,2,-0.48244003679996617,0.0746934027984685,20
1.0,0.0,1.0,0.0,139,0.95,0.95,2,0.32504456870796394,0.0183610396928005,21
1.0,0.0,1.0,0.0,139,0.94,0.94,2,-0.3765778478211781,0.0369425989056235,22
1.0,0.0,1.0,0.0,139,0.96,0.96,2,0.040136042355621626,0.0725181672820535,23
1.0,0.0,1.0,0.0,139,0.04,0.96,2,0.0934205586865593,0.0774880219460655,24
0.0,1.0,0.0,1.0,139,0.0600000000000001,0.94,2,-0.6302910889489459,0.079212623814896,25
0.0,1.0,0.0,1.0,139,0.5,0.5,3,0.9391692555291171,0.368179398070861,1
1.0,0.0,1.0,0.0,139,0.5,0.5,3,0.5502656467222291,0.431490994673568,2
1.0,0.0,1.0,0.0,139,0.5,0.5,3,0.8789978831283782,0.406826465550381,3
0.0,1.0,0.0,1.0,139,0.5,0.5,3,0.7896547008552977,0.418297947235285,4
1.0,0.0,1.0,0.0,139,0.5,0.5,3,0.19579995762217028,0.421792596187167,5
1.0,0.0,1.0,0.0,139,0.5,0.5,3,0.8437484700462337,0.417793503935703,6
0.0,1.0,0.0,1.0,139,0.5,0.5,3,-0.823014995896161,0.37639133156245,7
1.0,0.0,1.0,0.0,139,0.5,0.5,3,-0.6080342751617096,0.386739500614768,8
1.0,0.0,1.0,0.0,139,0.5,0.5,3,-0.9095454221789239,0.409401828310331,9
0.0,1.0,1.0,0.0,139,0.5,0.5,3,-0.3493393384734713,0.411322732508341,10
0.0,1.0,0.0,1.0,139,0.5,0.5,3,-0.22264542062103598,0.378256181348595,11
1.0,0.0,1.0,0.0,139,0.5,0.5,3,-0.4573019364522082,0.350173304535416,12
0.0,1.0,0.0,1.0,139,0.5,0.5,3,0.6574750183038587,0.437381417657529,13
1.0,0.0,1.0,0.0,139,0.5,0.5,3,-0.28649334661282144,0.43211516076895,14
0.0,1.0,0.0,1.0,139,0.5,0.5,3,-0.4381309806252385,0.42911007138921,15
1.0,0.0,1.0,0.0,139,0.5,0.5,3,0.08539216631649693,0.410099357300774,16
0.0,1.0,1.0,0.0,139,0.56,0.56,3,-0.7181515500504747,0.385241806069209,17
0.0,1.0,1.0,0.0,139,0.6,0.6,3,0.6043939615080793,0.383267598283241,18
1.0,0.0,1.0,0.0,139,0.5,0.5,3,-0.8508987126404584,0.417697318008194,19
1.0,0.0,1.0,0.0,139,0.59,0.59,3,0.9737738732010346,0.449874806041465,20
1.0,0.0,1.0,0.0,139,0.42,0.58,3,0.5444895385933148,0.35967196571316,21
0.0,1.0,1.0,0.0,139,0.57,0.57,3,-0.6025686369316552,0.413102796994657,22
0.0,1.0,1.0,0.0,139,0.59,0.59,3,-0.9889557657527952,0.440016849375251,23
0.0,1.0,1.0,0.0,139,0.61,0.61,3,0.6309228569096683,0.3940304781917,24
1.0,0.0,1.0,0.0,139,0.4,0.6,3,0.41371468769523423,0.388020055262532,25
1.0,0.0,1.0,0.0,139,0.5,0.5,4,0.4580143360819746,0.0875271270369445,1
0.0,1.0,0.0,1.0,139,0.5,0.5,4,0.5425406933718915,0.0673937125861985,2
0.0,1.0,1.0,0.0,139,0.54,0.54,4,-0.8519106965318193,0.0465351672974155,3
1.0,0.0,1.0,0.0,139,0.52,0.52,4,-0.2830685429114548,0.0739558387063325,4
1.0,0.0,1.0,0.0,139,0.57,0.57,4,-0.7682618809497406,0.0665710042613065,5
0.0,1.0,0.0,1.0,139,0.5,0.5,4,0.726206851751187,0.0570048419029495,6
0.0,1.0,1.0,0.0,139,0.5,0.5,4,0.24659625365511584,0.0037470555830609,7
1.0,0.0,1.0,0.0,139,0.5,0.5,4,-0.3382039502947016,0.0092498235482934,8
1.0,0.0,1.0,0.0,139,0.5,0.5,4,-0.8728832994279527,0.0239493028939645,9
1.0,0.0,1.0,0.0,139,0.5,0.5,4,-0.3780353565686756,0.0491131465576955,10
0.0,1.0,1.0,0.0,139,0.5,0.5,4,-0.3496333559465059,0.0266673924723805,11
0.0,1.0,1.0,0.0,139,0.54,0.54,4,0.45921235667612814,0.086634637219146,12
0.0,1.0,0.0,1.0,139,0.5,0.5,4,0.27511494271042625,0.0557811986307275,13
0.0,1.0,1.0,0.0,139,0.53,0.53,4,0.7744254851526531,0.0464335101588685,14
0.0,1.0,0.0,1.0,139,0.5,0.5,4,-0.05557014967610141,0.023506769735735,15
0.0,1.0,1.0,0.0,139,0.5,0.5,4,-0.7608115081233966,0.0043620378640055,16
1.0,0.0,1.0,0.0,139,0.5,0.5,4,0.42648957444599,0.0619135339497785,17
1.0,0.0,1.0,0.0,139,0.5,0.5,4,0.5215700972337949,0.0190623683109945,18
1.0,0.0,1.0,0.0,139,0.5,0.5,4,0.12255439513899247,0.0929946810304895,19
1.0,0.0,1.0,0.0,139,0.5,0.5,4,0.541934359909122,0.0408065284913055,20
0.0,1.0,0.0,1.0,139,0.5,0.5,4,-0.012408807271218514,0.0159035525664475,21
0.0,1.0,1.0,0.0,139,0.5,0.5,4,0.045465658763988115,0.0827803918703805,22
0.0,1.0,1.0,0.0,139,0.5,0.5,4,-0.14491796328290074,0.092911123180555,23
0.0,1.0,1.0,0.0,139,0.5,0.5,4,-0.9491617465118096,0.077941882317677,24
1.0,0.0,1.0,0.0,139,0.5,0.5,4,-0.7842171460133911,0.050748428162367,25
1.0,0.0,1.0,0.0,139,0.5,0.5,5,-0.9371416286265315,0.0014791907651235,1
0.0,1.0,0.0,1.0,139,0.5,0.5,5,0.2728208225275608,0.0488601237006475,2
1.0,0.0,1.0,0.0,139,0.5,0.5,5,-0.37128803784734665,0.0159502188690585,3
1.0,0.0,1.0,0.0,139,0.55,0.55,5,0.01714138232940554,0.0387469623731285,4
1.0,0.0,1.0,0.0,139,0.55,0.55,5,0.815132947852186,0.0442023105238495,5
0.0,1.0,1.0,0.0,139,0.57,0.57,5,-0.5014155417022501,0.069822351589081,6
1.0,0.0,1.0,0.0,139,0.57,0.57,5,-0.17923415392874054,0.0895595174830215,7
1.0,0.0,1.0,0.0,139,0.67,0.67,5,0.5111022770860973,0.0152371949991095,8
0.0,1.0,1.0,0.0,139,0.69,0.69,5,-0.5424036690167551,0.0445611320595315,9
1.0,0.0,1.0,0.0,139,0.69,0.69,5,-0.846040180342414,0.0453277095635835,10
0.0,1.0,1.0,0.0,139,0.73,0.73,5,-0.42049709417246395,0.0932878862696785,11
0.0,1.0,1.0,0.0,139,0.78,0.78,5,-0.6775574254919912,0.0326414133729465,12
1.0,0.0,1.0,0.0,139,0.81,0.81,5,0.8593953046851461,0.0563066384514105,13
0.0,1.0,1.0,0.0,139,0.88,0.88,5,0.6162407591288339,0.0018695380822745,14
1.0,0.0,1.0,0.0,139,0.92,0.92,5,0.26680751302084693,0.0788543538565255,15
1.0,0.0,1.0,0.0,139,0.89,0.89,5,0.7429211803754354,0.0124794384976935,16
1.0,0.0,1.0,0.0,139,0.91,0.91,5,0.6073441537982289,0.0808764922832155,17
0.0,1.0,1.0,0.0,139,0.9,0.9,5,-0.6268598822279283,0.0346649464089505,18
0.0,1.0,1.0,0.0,139,0.92,0.92,5,0.7851179969799555,0.0024116925150325,19
0.0,1.0,1.0,0.0,139,0.92,0.92,5,0.07868448383130144,0.0498214737093215,20
0.0,1.0,1.0,0.0,139,0.92,0.92,5,0.6148803103281251,0.0535516612552155,21
0.0,1.0,1.0,0.0,139,0.93,0.93,5,0.7921825998469865,0.0216839449449935,22
1.0,0.0,1.0,0.0,139,0.93,0.93,5,-0.36399305005627225,0.0687677429464705,23
1.0,0.0,1.0,0.0,139,0.95,0.95,5,-0.7798961509446465,0.0989056649276735,24
1.0,0.0,1.0,0.0,139,0.07,0.93,5,-0.5441296749161166,0.0611581225201265,25
0.0,1.0,0.0,1.0,139,0.5,0.5,6,-0.14578442274748737,0.396535660001832,1
0.0,1.0,0.0,1.0,139,0.5,0.5,6,0.6360295318449862,0.372218712285721,2
1.0,0.0,1.0,0.0,139,0.5,0.5,6,0.7214611665126869,0.443341736439295,3
1.0,0.0,1.0,0.0,139,0.5,0.5,6,-0.9860957389376186,0.413665872295912,4
0.0,1.0,0.0,1.0,139,0.5,0.5,6,0.021494605155131463,0.412369694391483,5
0.0,1.0,1.0,0.0,139,0.5,0.5,6,-0.16517799370244202,0.428349197387429,6
0.0,1.0,1.0,0.0,139,0.56,0.56,6,-0.5557843790585395,0.439377328192867,7
1.0,0.0,1.0,0.0,139,0.5,0.5,6,-0.7602692653326344,0.399335853106475,8
0.0,1.0,0.0,1.0,139,0.5,0.5,6,-0.3247696571927441,0.427064569303941,9
1.0,0.0,1.0,0.0,139,0.5,0.5,6,0.8858194078250383,0.447608438667159,10
1.0,0.0,1.0,0.0,139,0.5,0.5,6,-0.35359413595848954,0.386355998082723,11
1.0,0.0,1.0,0.0,139,0.5,0.5,6,0.037581243486732197,0.357120255064985,12
1.0,0.0,1.0,0.0,139,0.5,0.5,6,0.4060379177903557,0.430848270570106,13
1.0,0.0,1.0,0.0,139,0.5,0.5,6,-0.27274079524141204,0.350577531648924,14
1.0,0.0,1.0,0.0,139,0.5,0.5,6,0.9435641654419213,0.402473429303494,15
1.0,0.0,1.0,0.0,139,0.5,0.5,6,0.9248945898842225,0.444824820288095,16
1.0,0.0,1.0,0.0,139,0.38,0.38,6,-0.4964354083492717,0.427876058789838,17
1.0,0.0,1.0,0.0,139,0.5,0.5,6,-0.005502988215229099,0.370895373780304,18
1.0,0.0,1.0,0.0,139,0.5,0.5,6,-0.3982433803664607,0.396156507918295,19
1.0,0.0,1.0,0.0,139,0.5,0.5,6,-0.4303190112450648,0.386930239552391,20
0.0,1.0,1.0,0.0,139,0.55,0.55,6,-0.9262261052909344,0.364561752456948,21
1.0,0.0,1.0,0.0,139,0.5,0.5,6,0.2191286679597937,0.358187239580731,22
0.0,1.0,1.0,0.0,139,0.5,0.5,6,0.005358046457722976,0.438494744001733,23
1.0,0.0,1.0,0.0,139,0.55,0.55,6,-0.8970424975000213,0.367605592523528,24
1.0,0.0,1.0,0.0,139,0.45,0.55,6,-0.44270707152677713,0.431571011826075,25
1.0,0.0,1.0,0.0,139,0.5,0.5,7,0.8165317719333074,0.0619791077936035,1
0.0,1.0,0.0,1.0,139,0.5,0.5,7,-0.5208762186660552,0.0109811893620775,2
0.0,1.0,1.0,0.0,139,0.56,0.56,7,-0.7102102558175538,0.0844514208605385,3
0.0,1.0,1.0,0.0,139,0.58,0.58,7,-0.02109447944487397,0.0884965078552515,4
0.0,1.0,1.0,0.0,139,0.58,0.58,7,0.9713009082212014,0.0243046971598715,5
0.0,1.0,0.0,1.0,139,0.42,0.58,7,-0.5158894569769992,0.0850835325846615,6
1.0,0.0,1.0,0.0,139,0.62,0.62,7,0.3442710948117571,0.0787451288892155,7
0.0,1.0,1.0,0.0,139,0.65,0.65,7,0.5232392306574352,0.050470047376749,8
1.0,0.0,1.0,0.0,139,0.38,0.62,7,-0.5247249120152007,0.0287812828529875,9
1.0,0.0,1.0,0.0,139,0.65,0.65,7,0.45643269722371915,0.0183337223502815,10
0.0,1.0,0.0,1.0,139,0.39,0.61,7,-0.26443373456149355,0.0808163483457685,11
1.0,0.0,1.0,0.0,139,0.5,0.5,7,0.26461166118715895,0.0934520237525665,12
0.0,1.0,0.0,1.0,139,0.5,0.5,7,0.2670594215217894,0.0494344838145665,13
0.0,1.0,1.0,0.0,139,0.58,0.58,7,0.07154936814951696,0.0699874555899665,14
1.0,0.0,1.0,0.0,139,0.64,0.64,7,-0.8194204598911834,0.0577056244891615,15
1.0,0.0,1.0,0.0,139,0.63,0.63,7,0.6706049911784759,0.0778208267096885,16
1.0,0.0,1.0,0.0,139,0.7,0.7,7,-0.35843987005652833,0.0670788883802105,17
1.0,0.0,1.0,0.0,139,0.37,0.63,7,-0.6269629792002915,0.0493822225797755,18
1.0,0.0,1.0,0.0,139,0.65,0.65,7,-0.9184497168904722,0.050722042659376,19
0.0,1.0,1.0,0.0,139,0.66,0.66,7,0.18178588637648363,0.0885988368365915,20
1.0,0.0,1.0,0.0,139,0.35,0.65,7,0.35512872368456483,0.0580963615467515,21
0.0,1.0,1.0,0.0,139,0.67,0.67,7,-0.9668243421442877,0.0104701349206405,22
0.0,1.0,1.0,0.0,139,0.67,0.67,7,0.024186116598561958,0.0234580791331655,23
0.0,1.0,0.0,1.0,139,0.33,0.67,7,-0.5470084496041241,0.0099632247204975,24
0.0,1.0,0.0,1.0,139,0.32,0.68,7,0.2903455808188997,0.0492828801294175,25
0.0,1.0,1.0,0.0,139,0.5,0.5,8,-0.6512671419900171,0.356825027649631,1
0.0,1.0,0.0,1.0,139,0.5,0.5,8,0.3818754762049319,0.391748725122103,2
0.0,1.0,1.0,0.0,139,0.5,0.5,8,-0.22652930739892518,0.413109857129412,3
1.0,0.0,1.0,0.0,139,0.5,0.5,8,0.873459977473469,0.366464104927426,4
0.0,1.0,0.0,1.0,139,0.5,0.5,8,-0.7249581117080135,0.38681968646554,5
0.0,1.0,0.0,1.0,139,0.5,0.5,8,-0.317867297899483,0.393278430650121,6
1.0,0.0,1.0,0.0,139,0.57,0.57,8,-0.7730529575188219,0.386791689011535,7
0.0,1.0,1.0,0.0,139,0.5,0.5,8,0.8493872365571256,0.403265801410975,8
0.0,1.0,0.0,1.0,139,0.5,0.5,8,0.754678706761962,0.394457085790878,9
1.0,0.0,1.0,0.0,139,0.5,0.5,8,-0.4841167445696888,0.387471886281636,10
0.0,1.0,0.0,1.0,139,0.5,0.5,8,0.3199680920683581,0.358691623452391,11
1.0,0.0,1.0,0.0,139,0.5,0.5,8,0.6344444004024317,0.389161429650771,12
0.0,1.0,0.0,1.0,139,0.5,0.5,8,0.11040162319892466,0.388808167788667,13
1.0,0.0,1.0,0.0,139,0.6,0.6,8,0.05930115671201297,0.433640613359002,14
1.0,0.0,1.0,0.0,139,0.44,0.56,8,-0.5162954181990966,0.368525760147387,15
1.0,0.0,1.0,0.0,139,0.61,0.61,8,-0.8137944643882016,0.351146518979774,16
0.0,1.0,1.0,0.0,139,0.6,0.6,8,0.7944315159066535,0.403778524891497,17
1.0,0.0,1.0,0.0,139,0.42,0.58,8,0.8008361143266609,0.399109256687519,18
0.0,1.0,1.0,0.0,139,0.61,0.61,8,0.2662029145465359,0.412169189229595,19
0.0,1.0,1.0,0.0,139,0.62,0.62,8,-0.32194041790259864,0.372277237679986,20
1.0,0.0,1.0,0.0,139,0.62,0.62,8,-0.3015808507746782,0.393289873420611,21
0.0,1.0,1.0,0.0,139,0.64,0.64,8,0.45191135774047875,0.409201243503119,22
1.0,0.0,1.0,0.0,139,0.31,0.69,8,0.7942205199051542,0.387258873518605,23
1.0,0.0,1.0,0.0,139,0.28,0.72,8,0.7741728485302346,0.411972138004414,24
0.0,1.0,0.0,1.0,139,0.3,0.7,8,0.5597510917152477,0.419801971743071,25
0.0,1.0,0.0,1.0,139,0.5,0.5,9,0.2840632923085755,0.0531729208581225,1
0.0,1.0,0.0,1.0,139,0.5,0.5,9,-0.8317200700099023,0.0780061548120595,2
1.0,0.0,1.0,0.0,139,0.5,0.5,9,-0.6767425718107725,0.046037307123765,3
0.0,1.0,0.0,1.0,139,0.5,0.5,9,0.7971083770541585,0.0204106393344935,4
0.0,1.0,1.0,0.0,139,0.5,0.5,9,0.21285811931917986,0.042834756700333,5
1.0,0.0,1.0,0.0,139,0.55,0.55,9,-0.9816058967667407,0.0736961233082525,6
0.0,1.0,0.0,1.0,139,0.5,0.5,9,-0.7970569142679358,0.0037690538608645,7
1.0,0.0,1.0,0.0,139,0.5,0.5,9,0.3270035382161116,0.0063678783710095,8
1.0,0.0,1.0,0.0,139,0.5,0.5,9,-0.9898768323075626,0.0770669801454965,9
0.0,1.0,0.0,1.0,139,0.5,0.5,9,-0.6783838971650027,0.0014911789988145,10
0.0,1.0,1.0,0.0,139,0.5,0.5,9,0.09746757873317224,0.0719641744453475,11
1.0,0.0,1.0,0.0,139,0.55,0.55,9,0.3837903953853865,0.0346432341603115,12
0.0,1.0,0.0,1.0,139,0.47,0.53,9,0.30392251900520106,0.0487281607384305,13
0.0,1.0,1.0,0.0,139,0.54,0.54,9,-0.5514613810788804,0.0788478025336355,14
1.0,0.0,1.0,0.0,139,0.53,0.53,9,0.4243584426950717,0.0626761088651605,15
0.0,1.0,0.0,1.0,139,0.47,0.53,9,-0.5255018250063999,0.0428212521499925,16
1.0,0.0,1.0,0.0,139,0.55,0.55,9,-0.34920060368146455,0.0709948960540585,17
1.0,0.0,1.0,0.0,139,0.47,0.53,9,0.4929828102360483,0.0981249912141265,18
0.0,1.0,1.0,0.0,139,0.53,0.53,9,0.2992657980944293,0.0219838793759625,19
0.0,1.0,1.0,0.0,139,0.55,0.55,9,0.6984468209883559,0.087015424775364,20
0.0,1.0,1.0,0.0,139,0.54,0.54,9,0.31522578460068673,0.0415352648505695,21
1.0,0.0,1.0,0.0,139,0.54,0.54,9,0.13661720667094324,0.0574860948946795,22
1.0,0.0,1.0,0.0,139,0.46,0.54,9,-0.812650464343815,0.0077015648228864,23
0.0,1.0,1.0,0.0,139,0.59,0.59,9,-0.26456839388113296,0.0786632572296825,24
1.0,0.0,1.0,0.0,139,0.63,0.63,9,-0.4695952646365491,0.0569595301976045,25
1.0,0.0,1.0,0.0,139,0.5,0.5,10,-0.5120207132418328,0.0197811486022925,1
1.0,0.0,1.0,0.0,139,0.5,0.5,10,0.9460211095048912,0.0047024630538405,2
1.0,0.0,1.0,0.0,139,0.5,0.5,10,-0.2138045506664792,0.0579286774107835,3
1.0,0.0,1.0,0.0,139,0.5,0.5,10,0.7840931103542266,0.0094069540648545,4
0.0,1.0,0.0,1.0,139,0.5,0.5,10,0.2622772519945258,0.0574925318110855,5
0.0,1.0,0.0,1.0,139,0.5,0.5,10,0.5896226070832968,0.0044451296162735,6
1.0,0.0,1.0,0.0,139,0.5,0.5,10,0.005274186210384224,0.0892212806340725,7
1.0,0.0,1.0,0.0,139,0.5,0.5,10,0.15380776925271822,0.0255280055885755,8
0.0,1.0,1.0,0.0,139,0.5,0.5,10,-0.0149646123622722,0.044866898770809,9
1.0,0.0,1.0,0.0,139,0.5,0.5,10,-0.609514024403911,0.0498915730315545,10
0.0,1.0,0.0,1.0,139,0.5,0.5,10,0.44490423052301065,0.0170112949359545,11
0.0,1.0,1.0,0.0,139,0.5,0.5,10,-0.4384552751182884,0.0741733084509005,12
0.0,1.0,0.0,1.0,139,0.5,0.5,10,-0.9513680671370923,0.0541046367527925,13
1.0,0.0,1.0,0.0,139,0.5,0.5,10,0.29094459181433563,0.0020494895261154,14
1.0,0.0,1.0,0.0,139,0.5,0.5,10,-0.6457786411859021,0.0733235428706035,15
1.0,0.0,1.0,0.0,139,0.57,0.57,10,0.8809171687058286,0.0379514947683315,16
1.0,0.0,1.0,0.0,139,0.56,0.56,10,0.9078571540051747,0.0156790131095005,17
1.0,0.0,1.0,0.0,139,0.5,0.5,10,0.829728780440897,0.0600021221031685,18
0.0,1.0,1.0,0.0,139,0.55,0.55,10,-0.2596825994891112,0.0349512447021695,19
0.0,1.0,1.0,0.0,139,0.56,0.56,10,-0.9690867669422651,0.0419433593008325,20
1.0,0.0,1.0,0.0,139,0.6,0.6,10,0.8566371251754508,0.0740496332565415,21
1.0,0.0,1.0,0.0,139,0.44,0.56,10,-0.14363170336537134,0.0206373943899635,22
1.0,0.0,1.0,0.0,139,0.59,0.59,10,0.9333096380873391,0.0682267088407655,23
1.0,0.0,1.0,0.0,139,0.41,0.59,10,0.9272399541785057,0.0445162554846265,24
0.0,1.0,0.0,1.0,139,0.36,0.64,10,0.7060189109347201,0.0171107067110915,25
0.0,1.0,0.0,1.0,139,0.5,0.5,11,-0.4111022158608286,0.40710668365818,1
0.0,1.0,0.0,1.0,139,0.5,0.5,11,-0.22980454279614948,0.405585853767782,2
1.0,0.0,1.0,0.0,139,0.5,0.5,11,0.7022733430337138,0.423136083442689,3
1.0,0.0,1.0,0.0,139,0.5,0.5,11,-0.36615598968744467,0.448327503295373,4
1.0,0.0,1.0,0.0,139,0.5,0.5,11,-0.661014506627815,0.419152332761376,5
1.0,0.0,1.0,0.0,139,0.5,0.5,11,0.11360252491670031,0.37115033676359,6
0.0,1.0,0.0,1.0,139,0.5,0.5,11,0.8723095483215619,0.413653995437093,7
1.0,0.0,1.0,0.0,139,0.5,0.5,11,0.392059593349946,0.414466467091861,8
0.0,1.0,0.0,1.0,139,0.5,0.5,11,0.14012234017872993,0.406169456626186,9
1.0,0.0,1.0,0.0,139,0.5,0.5,11,-0.8056470124584629,0.39818346120403,10
1.0,0.0,1.0,0.0,139,0.5,0.5,11,0.23001445339833948,0.408503849741893,11
1.0,0.0,1.0,0.0,139,0.5,0.5,11,0.9801077002085266,0.421830431813972,12
1.0,0.0,1.0,0.0,139,0.5,0.5,11,-0.7198319695269519,0.421586198611013,13
1.0,0.0,1.0,0.0,139,0.5,0.5,11,0.036659304727473474,0.442700565702364,14
1.0,0.0,1.0,0.0,139,0.5,0.5,11,0.7547461438559109,0.355531469929647,15
1.0,0.0,1.0,0.0,139,0.5,0.5,11,0.4815372355084089,0.357789277310362,16
1.0,0.0,1.0,0.0,139,0.5,0.5,11,0.39403148199053595,0.424304981710395,17
1.0,0.0,1.0,0.0,139,0.5,0.5,11,0.40496816797421853,0.385644880865709,18
1.0,0.0,1.0,0.0,139,0.5,0.5,11,-0.28101769756048967,0.422789406316374,19
1.0,0.0,1.0,0.0,139,0.5,0.5,11,-0.4128163114710133,0.40104732977805,20
1.0,0.0,1.0,0.0,139,0.5,0.5,11,0.6187223109570272,0.350419881656503,21
1.0,0.0,1.0,0.0,139,0.5,0.5,11,0.6202267893583615,0.383182967663645,22
1.0,0.0,1.0,0.0,139,0.45,0.55,11,0.7341446371602074,0.38139106881161,23
0.0,1.0,0.0,1.0,139,0.5,0.5,11,0.8264811051129426,0.362391825879064,24
1.0,0.0,1.0,0.0,139,0.5,0.5,11,0.022684797721875594,0.441001061045924,25
0.0,1.0,1.0,0.0,139,0.5,0.5,12,0.0030325893743992083,0.0842628215161775,1
1.0,0.0,1.0,0.0,139,0.5,0.5,12,0.5965903579335503,0.0427148807070285,2
0.0,1.0,1.0,0.0,139,0.58,0.58,12,0.2999278615555303,0.0052661691055654,3
1.0,0.0,1.0,0.0,139,0.58,0.58,12,0.4039337545154067,0.0017030192308114,4
1.0,0.0,1.0,0.0,139,0.67,0.67,12,0.5915853388722021,0.037442119839169,5
1.0,0.0,1.0,0.0,139,0.77,0.77,12,0.7800106836351326,0.0351901055110115,6
1.0,0.0,1.0,0.0,139,0.77,0.77,12,-0.3240096862969284,0.0913370600025735,7
0.0,1.0,1.0,0.0,139,0.82,0.82,12,-0.24883409472011198,0.0329264987053615,8
0.0,1.0,1.0,0.0,139,0.84,0.84,12,-0.812036120318262,0.0601240737154775,9
1.0,0.0,1.0,0.0,139,0.85,0.85,12,0.15656028199234795,0.0403692563516185,10
0.0,1.0,1.0,0.0,139,0.87,0.87,12,-0.9281154524065158,0.0481020149966425,11
0.0,1.0,1.0,0.0,139,0.89,0.89,12,-0.06880396373507969,0.0580800827208045,12
1.0,0.0,1.0,0.0,139,0.89,0.89,12,0.08528926941515325,0.0392214244179165,13
0.0,1.0,1.0,0.0,139,0.91,0.91,12,-0.4269174957434312,0.0974965329601785,14
